timestamp,energy_consumption,traffic_density,air_quality_index,waste_generated,water_consumption
2024-06-23 21:26:12.698609,365.22882699151455,0.47798190738289403,18,96.0199885131534,3518.5085886012907
2024-06-23 22:26:12.698609,390.77118804462543,0.7687771767423102,61,85.34620512925504,1435.4816328438696
2024-06-23 23:26:12.698609,258.03266320279874,0.3897403547178606,354,19.027648143462127,3182.2838309243557
2024-06-24 00:26:12.698609,309.8011953287379,0.584820013706056,115,17.107202166542542,1974.9216985868297
2024-06-24 01:26:12.698609,242.9522534144993,0.16981810702505007,28,50.304604988742845,3500.992890967548
2024-06-24 02:26:12.698609,207.4287657807464,0.923039363579467,220,34.72806151961041,4170.604238150985
2024-06-24 03:26:12.698609,391.16230972006406,0.18116443523246417,159,15.940287967112491,2860.860380496663
2024-06-24 04:26:12.698609,245.89793808238954,0.317945469455549,283,74.82709783774096,3780.6383086420387
2024-06-24 05:26:12.698609,158.84370244396644,0.05257951777210723,382,64.0933152786763,1567.4242126042554
2024-06-24 06:26:12.698609,375.45557107053213,0.6483716702360259,396,13.364895351365334,1263.550967007493
2024-06-24 07:26:12.698609,212.45957222077777,0.7660451614265502,261,64.92227751877064,4702.626249938996
2024-06-24 08:26:12.698609,213.4483887730945,0.06811205658592279,289,52.40974103173045,1597.298560890677
2024-06-24 09:26:12.698609,475.1409147801871,0.7757874736719591,181,51.71847361382238,1503.0624234009226
2024-06-24 10:26:12.698609,236.08736805747608,0.17022504956684748,51,90.50246517132928,4425.023711059237
2024-06-24 11:26:12.698609,239.10941908775385,0.8406159404778402,494,67.49336315293655,4248.158998923249
2024-06-24 12:26:12.698609,446.69537567214206,0.7316809663269468,372,33.448293471229825,2203.209083494231
2024-06-24 13:26:12.698609,446.1895664301511,0.16054840123994185,221,40.01977945302656,2308.527133099103
2024-06-24 14:26:12.698609,383.47189246660355,0.5969148825654809,461,86.0011021658836,4946.8088122718445
2024-06-24 15:26:12.698609,353.0376375132224,0.7513001735534456,24,38.24917313408297,3579.0706235631746
2024-06-24 16:26:12.698609,337.1718988665584,0.32917152893217694,424,72.47490184192942,2707.977952551214
2024-06-24 17:26:12.698609,278.7658084310748,0.12788216421302911,51,72.72322867457248,1055.9806683375857
2024-06-24 18:26:12.698609,314.5075103710901,0.49497354119946413,418,78.41015243161358,4766.246845023868
2024-06-24 19:26:12.698609,208.33481402389134,0.8452952485974106,168,56.23813641916147,3726.29409405453
2024-06-24 20:26:12.698609,454.67553685447865,0.6878204957643517,409,63.529915164795305,4248.856104739377
2024-06-24 21:26:12.698609,299.9288598791719,0.08374266618239334,491,58.24320160886161,2202.0878607628965
2024-06-24 22:26:12.698609,184.90605456050204,0.8227156329142327,460,98.19972413319478,4235.334442999477
2024-06-24 23:26:12.698609,183.34922196876335,0.6942456146394965,53,83.00037171862888,3080.2349813688347
2024-06-25 00:26:12.698609,157.2049963442395,0.5779604542334722,342,62.289411171442794,1413.0935904651594
2024-06-25 01:26:12.698609,321.7192408956179,0.32021701662463187,397,21.81547968148341,1517.3026189769384
2024-06-25 02:26:12.698609,492.7035027867171,0.9479176418832457,226,62.06329549727217,2774.0747278980907
2024-06-25 03:26:12.698609,199.2278813741206,0.2822910321340506,275,72.28639009365592,1090.8923638743597
2024-06-25 04:26:12.698609,348.7840230733141,0.7303163187871835,78,19.235610278997935,4679.322668089997
2024-06-25 05:26:12.698609,136.61619626899738,0.7503057446969142,137,60.91192158612753,4889.984915483882
2024-06-25 06:26:12.698609,422.5807135965729,0.8495323957569787,147,29.46370964903985,3240.05319107399
2024-06-25 07:26:12.698609,230.34221237517903,0.26105215995722475,498,80.34891119616773,3917.1865720923174
2024-06-25 08:26:12.698609,241.15935229889587,0.03130880925349944,455,69.77971730588979,2387.6101489599127
2024-06-25 09:26:12.698609,108.92329048977612,0.2409710090081244,454,17.600409970288386,1826.6197380446379
2024-06-25 10:26:12.698609,194.0170086045497,0.9975913106949496,106,29.68620650227701,2107.042319653469
2024-06-25 11:26:12.698609,395.6823723873901,0.04062283130382305,477,74.50843638653565,1066.4830644495748
2024-06-25 12:26:12.698609,413.6779577323312,0.9366302108023207,85,50.15523821884288,2571.668374517832
2024-06-25 13:26:12.698609,179.41483153790676,0.14682621837608534,116,69.97873905346948,4996.146554180734
2024-06-25 14:26:12.698609,132.0131472712559,0.1533053481705291,50,70.3417252960925,1616.465892576652
2024-06-25 15:26:12.698609,181.58518659586434,0.5832577545411588,470,93.5537316700336,1898.1527366599817
2024-06-25 16:26:12.698609,428.0981043587727,0.2283872245042976,217,23.23441798065374,4450.579879281374
2024-06-25 17:26:12.698609,306.019075559309,0.8794567211089842,469,80.24003689857503,2639.995489167803
2024-06-25 18:26:12.698609,482.20006281254604,0.8255128813771248,422,63.412244463512806,3451.2227809097312
2024-06-25 19:26:12.698609,137.7001780718773,0.8568602094942716,85,89.61385873552045,1198.3755357731795
2024-06-25 20:26:12.698609,147.60245123069762,0.27101759431218586,380,67.91362289696073,4490.079454565865
2024-06-25 21:26:12.698609,294.66821966231095,0.5954777602056455,37,41.27836409479376,3752.362690575803
2024-06-25 22:26:12.698609,260.9579942835395,0.01791378708817959,32,64.95847257590395,2853.5982950187936
2024-06-25 23:26:12.698609,447.7725892876526,0.7647867268010659,307,25.885746822760833,4999.538246294851
2024-06-26 00:26:12.698609,477.29172379844584,0.8978120785502829,266,87.05481828717119,3120.3917111010173
